Variants,Fitness Score
MNPS,0.003754566
MNPT,0.005958333
MNPV,0.008511905
MNPW,0
MNPY,0.005220635
MNQA,0.00360636
MNQC,0
MNQD,0.043407374
MNQE,0
MNQF,0.018902299
MNQG,0.01265
MNQH,0
MNQI,0
MNQK,0
MNQL,0.002246585
MNQM,0
MNQN,0
MNQP,0
MNQQ,0.008305556
MNQR,0.008390306
MNQS,0.004249354
MNQT,0.013051587
MNQV,0
MNQW,0
MNQY,0
MNRA,0.066797039
MNRC,0.008027545
MNRD,0.018344389
MNRE,0.004894345
MNRF,0.001286776
MNRG,0.005778865
MNRH,0.002484139
MNRI,0.003356122
MNRK,0.00111416
MNRL,0.000766667
MNRM,0.007185705
MNRN,0.002076389
MNRP,0.000867352
MNRQ,0.000904565
MNRR,0.002201473
MNRS,0.004989814
MNRT,0.00291578
MNRV,0.003668419
MNRW,0.001274806
MNRY,0.004537804
MNSA,1.600350369
MNSC,0.286617634
MNSD,0
MNSE,0.003434628
MNSF,0.004336762
MNSG,0.06772098
MNSH,0.002676595
MNSI,0.018606179
MNSK,0.002198529
MNSL,0.026191361
MNSM,0.025780116
MNSN,0.011158609
MNSP,0.002197061
MNSQ,0.007757076
MNSR,0.00184302
MNSS,0.134392356
MNST,0.038394087
MNSV,0.016004866
MNSW,0.004001217
MNSY,0.001925644
MNTA,0.072857595
MNTC,0.033875468
MNTD,0.059188183
MNTE,0
MNTF,0.004865385
MNTG,0.00888233
MNTH,0.003068097
MNTI,0
MNTK,0.00167124
MNTL,0.005075617
MNTM,0.003729025
MNTN,0.00411125
MNTP,0.001563213
MNTQ,0.003654444
MNTR,0.002474793
MNTS,0.009118232
MNTT,0.002630358
MNTV,0.000853842
MNTW,0.00156619
MNTY,0.001268904
MNVA,0.02510687
MNVC,0.033125966
MNVD,0.009342097
MNVE,0.002349286
MNVF,0.002600411
MNVG,0.272754124
MNVH,0.001143602
MNVI,0.013140982
MNVK,0.002149673
MNVL,0.005033829
MNVM,0.00434287
MNVN,0.00220679
MNVP,0.002713696
MNVQ,0.001845679
MNVR,0.001998177
MNVS,0.006462844
MNVT,0.03955168
MNVV,0.020880447
MNVW,0.00201903
MNVY,0.0018696
MNWA,0.029745478
MNWC,0.021638158
MNWD,0.029466732
MNWE,0.005322007
MNWF,0.004090796
MNWG,0.007073118
MNWH,0.004766667
MNWI,0.009238764
MNWK,0.003703829
MNWL,0.003670759
MNWM,0.025581111
MNWN,0.005651203
MNWP,0.001229073
MNWQ,0.0089375
MNWR,0.002149673
MNWS,0.008618973
MNWT,0.025658865
MNWV,0.039607418
MNWW,0.004090796
MNWY,0.381333335
MNYA,0.151398414
MNYC,0.023425926
MNYD,0.019768745
MNYE,0
MNYF,0.001971823
MNYG,0.595081835
MNYH,0.003426042
MNYI,0.01842577
MNYK,0
MNYL,0.005651203
MNYM,0.004001217
MNYN,0.003654444
MNYP,0.027115196
MNYQ,0.00180318
MNYR,0.002071159
MNYS,0.019830319
MNYT,0.279213237
MNYV,0.065584227
MNYW,0.002740833
MNYY,0.001489583
MPAA,0.866327734
MPAC,0.082447832
MPAD,0.011452553
MPAE,0.00378046
MPAF,0.005075617
MPAG,0.041708334
MPAH,0.006525794
MPAI,0.01940413
MPAK,0
MPAL,0.009278863
MPAM,0.015087156
MPAN,0.006182331
MPAP,0.004535658
MPAQ,0.001943853
MPAR,0.00145789
MPAS,0.006045956
MPAT,0.004350529
MPAV,0.013459449
MPAW,0
MPAY,0.00567069
MPCA,3.705895195
MPCC,0.435529683
MPCD,0.041604373
MPCE,0.0089375
MPCF,0.003469409
MPCG,1.683259268
MPCH,0.006300766
MPCI,0.026281964
MPCK,0.021357143
MPCL,0.020258333
MPCM,0.043853334
MPCN,0.00934375
MPCP,0.008965343
MPCQ,0.003187016
MPCR,0.01331579
MPCS,0.051671448
MPCT,0.03771789
MPCV,0.022103495
MPCW,0.007944444
MPCY,0.021926667
MPDA,0.004836765
MPDC,0.005374183
MPDD,0.050761908
MPDE,0
MPDF,0
MPDG,0.005770175
MPDH,0
MPDI,0.003806713
MPDK,0
MPDL,0
MPDM,0
MPDN,0
MPDP,0.002503044
MPDQ,0
MPDR,0.005710069
MPDS,0.002149673
MPDT,0.00411125
MPDV,0
MPDW,0
MPDY,0.003513889
MPEA,0
MPEC,0
MPED,0.0219937
MPEE,0
MPEF,0.013704167
MPEG,0
MPEH,0.018272222
MPEI,0
MPEK,0
MPEL,0
MPEM,0
MPEN,0.018272222
MPEP,0.002246585
MPEQ,0
MPER,0.003079588
MPES,0
MPET,0
MPEV,0
MPEW,0.007407658
MPEY,0
MPFA,0.103242153
MPFC,0.017682796
MPFD,0.019722388
MPFE,0.00648718
MPFF,0.001514273
MPFG,0.143567461
MPFH,0.001015123
MPFI,0
MPFK,0.001903356
MPFL,0.002713696
MPFM,0.002092239
MPFN,0.00360636
MPFP,0.003513889
MPFQ,0
MPFR,0.004725575
MPFS,0.004113821
MPFT,0.007271599
MPFV,0.011991146
MPFW,0.003943645
MPFY,0.001481532
MPGA,0.237120442
MPGC,0.263869049
MPGD,0.023715155
MPGE,0.007367832
MPGF,0.046211725
MPGG,0.016806997
MPGH,0.02055625
MPGI,0.088575712
MPGK,0
MPGL,0.023183741
MPGM,0.057609873
MPGN,0.035262183
MPGP,0.001756944
MPGQ,0.011219786
MPGR,0.004056202
MPGS,0.042539457
MPGT,0.044312874
MPGV,0.154735655
MPGW,0.027408333
MPGY,0.00728945
MPHA,0.00583156
MPHC,0
MPHD,0.023507257
MPHE,0
MPHF,0
MPHG,0
MPHH,0
MPHI,0.017130208
MPHK,0
MPHL,0.010963333
MPHM,0
MPHN,0
MPHP,0
MPHQ,0.017130208
MPHR,0
MPHS,0
MPHT,0
MPHV,0
MPHW,0
MPHY,0
MPIA,0.003150383
MPIC,0.003972222
MPID,0.035925955
MPIE,0.001827222
MPIF,0
MPIG,0.003622247
MPIH,0.002825601
MPII,0
MPIK,0.005374183
MPIL,0.002497342
MPIM,0
MPIN,0
MPIP,0.002903425
MPIQ,0.003469409
MPIR,0.001320884
MPIS,0.003964015
MPIT,0.004238402
MPIV,0.002246585
MPIW,0
MPIY,0.003205653
MPKA,0
MPKC,0.010963333
MPKD,0.038512088
MPKE,0.028353448
MPKF,0
MPKG,0.005958333
MPKH,0
MPKI,0.012458333
MPKK,0
MPKL,0
MPKM,0
MPKN,0.006852083
MPKP,0
MPKQ,0
MPKR,0.002537809
MPKS,0
MPKT,0.007027778
MPKV,0
MPKW,0.009788691
MPKY,0
MPLA,0.075413462
MPLC,0.030764456
MPLD,0.016805471
MPLE,0.003915476
MPLF,0.006159176
MPLG,0.845877878
MPLH,0.001839485
MPLI,0.002585692
MPLK,0
MPLL,0.001548493
MPLM,0.011232924
MPLN,0.002192667
MPLP,0.003096987
MPLQ,0
MPLR,0.001394826
MPLS,0.006260787
MPLT,0.046689275
MPLV,0.003498936
MPLW,0.003187016
MPLY,0.002108333
MPMA,0.240176118
MPMC,0.007944444
MPMD,0.010680317
MPME,0.010278125
MPMF,0
MPMG,0.178643602
MPMH,0
MPMI,0
MPMK,0
MPML,0
MPMM,0
MPMN,0
MPMP,0.004216667
MPMQ,0.003915476
MPMR,0.002900353
MPMS,0.002383333
MPMT,0.021083333
MPMV,0.005339286
MPMW,0
MPMY,0
MPNA,0.011916667
MPNC,0.012458333
MPND,0.070591906
MPNE,0.008305556
MPNF,0
MPNG,0.002447173
MPNH,0.002979167
MPNI,0
MPNK,0.004282552
MPNL,0
MPNM,0
MPNN,0.003114583
MPNP,0.001074837
MPNQ,0.008565104
MPNR,0.001317708
MPNS,0.006068266
MPNT,0.003426042
MPNV,0.001651104
MPNW,0
MPNY,0
MPPA,0
MPPC,0.008305556
MPPD,0.020256934
MPPE,0
MPPF,0
MPPG,0
MPPH,0
MPPI,0
MPPK,0
MPPL,0.002175265
MPPM,0.00583156
MPPN,0
MPPP,0.003654444
MPPQ,0.004152778
MPPR,0.002585692
MPPS,0.003630243
MPPT,0.003729025
MPPV,0
MPPW,0
MPPY,0
MPQA,0
MPQC,0.006974887
MPQD,0.059627237
MPQE,0.007431572
MPQF,0.00495321
MPQG,0
MPQH,0
MPQI,0
MPQK,0.009953587
MPQL,0.021926667
MPQM,0.004116412
MPQN,0
MPQP,0
MPQQ,0
MPQR,0
MPQS,0.006525794
MPQT,0.010541667
MPQV,0
MPQW,0.002333574
MPQY,0.003061207
MPRA,0.007276549
MPRC,0.003262897
MPRD,0.024389772
MPRE,0
MPRF,0
MPRG,0.007944444
MPRH,0.004493169
MPRI,0
MPRK,0
MPRL,0.001087632
MPRM,0.005770175
MPRN,0.010963333
MPRP,0.00467719
MPRQ,0.007757076
MPRR,0.001079068
MPRS,0.001575192
MPRT,0.002957734
MPRV,0.00156619
MPRW,0
MPRY,0
MPSA,0.280573468
MPSC,0.050992248
MPSD,0.009863356
MPSE,0.001350164
MPSF,0.001584297
MPSG,0.008168046
MPSH,0.001745754
MPSI,0.005322007
MPSK,0.001336992
MPSL,0.008141089
MPSM,0.006652508
MPSN,0.006494866
MPSP,0.001278771
MPSQ,0.004746032
MPSR,0.000509449
MPSS,0.007070435
MPST,0.005050112
MPSV,0.002782572
MPSW,0.002995446
MPSY,0.00119687
MPTA,0.00445664
MPTC,0
MPTD,0.037829645
MPTE,0.00696822
MPTF,0
MPTG,0.001971823
MPTH,0.002491667
MPTI,0
MPTK,0.005481667
MPTL,0.001083333
MPTM,0.00304537
MPTN,0.006159176
MPTP,0.000889881
MPTQ,0
MPTR,0
MPTS,0.001066472
MPTT,0.001030388
MPTV,0.003096987
MPTW,0.003426042
MPTY,0
MPVA,0.004894345
MPVC,0.004173858
MPVD,0.008658993
MPVE,0.006010599
MPVF,0.001363599
MPVG,0.008614048
MPVH,0.002201473
MPVI,0.00605709
MPVK,0.004304974
MPVL,0.004701258
MPVM,0
MPVN,0.001118707
MPVP,0.003197639
MPVQ,0.002342593
MPVR,0.002076389
MPVS,0.001546309
MPVT,0.002575971
MPVV,0.00066364
MPVW,0.005204114
MPVY,0
MPWA,0.0082225
MPWC,0
MPWD,0.018833422
MPWE,0
MPWF,0
MPWG,0
MPWH,0
MPWI,0
MPWK,0.007613426
MPWL,0.002141276
MPWM,0
MPWN,0
MPWP,0.002108333
MPWQ,0
MPWR,0
MPWS,0
MPWT,0.004685185
MPWV,0
MPWW,0
MPWY,0
MPYA,0.023450981
MPYC,0.008305556
MPYD,0.012635032
MPYE,0
MPYF,0.003383745
MPYG,0.05599552
MPYH,0.005322007
MPYI,0
MPYK,0
MPYL,0.005537037
MPYM,0.004420699
MPYN,0.004090796
MPYP,0.001191667
MPYQ,0
MPYR,0.003878538
MPYS,0.001091965
MPYT,0.001207416
MPYV,0.006182331
MPYW,0.004152778
MPYY,0
MQAA,2.362403566
MQAC,1.021583339
MQAD,0.040456502
MQAE,0.002030247
MQAF,0.006276718
MQAG,0.697432711
MQAH,0.001465686
MQAI,0.07690108
MQAK,0.002265152
MQAL,0.213983134
MQAM,0.283453705
MQAN,0.010890729
MQAP,0.006104306
MQAQ,0.005631849
MQAR,0.003723958
MQAS,0.455266845
MQAT,0.135995548
MQAV,0.084949806
MQAW,0.009136111
MQAY,0.005915468
MQCA,3.224432309
MQCC,1.259617028
MQCD,0.122081999
MQCE,0.00324359
MQCF,0.016004866
MQCG,1.615588265
MQCH,0.008347716
MQCI,0.413847684
MQCK,0.01351115
MQCL,0.298867466
MQCM,0.407862105
MQCN,0.026903886
MQCP,0.010870161
MQCQ,0.008565104
MQCR,0.007444239
MQCS,1.076710745
MQCT,0.434862012
MQCV,0.34283031
MQCW,0.014317786
MQCY,0.016712398
MQDA,0.005052227
MQDC,0.006525794
MQDD,0.088127625
MQDE,0.005651203
MQDF,0
MQDG,0.004152778
MQDH,0
MQDI,0
MQDK,0
MQDL,0.002383333
MQDM,0
MQDN,0.006090741
MQDP,0.005662879
MQDQ,0
MQDR,0.001280763
MQDS,0.003819977
MQDT,0.003262897
MQDV,0.003860329
MQDW,0
MQDY,0.002768519
MQEA,0.002687092
MQEC,0
MQED,0.040132324
MQEE,0
MQEF,0.007027778
MQEG,0
MQEH,0
MQEI,0.014425439
MQEK,0.015661905
MQEL,0
MQEM,0.008565104
MQEN,0
MQEP,0.008141089
MQEQ,0
MQER,0.014578901
MQES,0.001943853
MQET,0
MQEV,0
MQEW,0
MQEY,0
MQFA,0.645228943
MQFC,0.161136906
MQFD,0.040080071
MQFE,0.011420139
MQFF,0.003096987
MQFG,1.65604036
MQFH,0.001539794
MQFI,0.010205231
MQFK,0.001420121
MQFL,0.0089375
MQFM,0.015059524
MQFN,0.019282245
MQFP,0.021638158
MQFQ,0.00299
MQFR,0
MQFS,0.073088889
MQFT,0.649458337
MQFV,0.362691098
MQFW,0.003678971
MQFY,0.0031625
MQGA,0.620462441
MQGC,0.649862749
MQGD,0.060394706
MQGE,0.004493169
MQGF,0.319763891
MQGG,0.080350163
MQGH,0.058590278
MQGI,0.379500002
MQGK,0
MQGL,0.491649486
MQGM,0.728213044
MQGN,0.079675388
MQGP,0.009117117
MQGQ,0.027945752
MQGR,0.006136194
MQGS,0.366163825
MQGT,0.496253614
MQGV,0.614344911
MQGW,0.051771297
MQGY,0.133475527
MQHA,0
MQHC,0
MQHD,0.040831853
MQHE,0
MQHF,0.008841398
MQHG,0
MQHH,0
MQHI,0
MQHK,0.006684959
MQHL,0.002768519
MQHM,0.006684959
MQHN,0
MQHP,0.002491667
MQHQ,0.014425439
MQHR,0.005651203
MQHS,0.009966667
MQHT,0.007027778
MQHV,0
MQHW,0
MQHY,0.005374183
MQIA,0.004820561
MQIC,0.00378046
MQID,0.060329347
MQIE,0.001593508
MQIF,0
MQIG,0.036401693
MQIH,0.001257263
MQII,0
MQIK,0.00575
MQIL,0.001934706
MQIM,0
MQIN,0.003513889
MQIP,0.001912209
MQIQ,0.001481532
MQIR,0.00199092
MQIS,0.003376797
MQIT,0.001248671
MQIV,0.006068266
MQIW,0.002015319
MQIY,0.003062384
MQKA,0.017310526
MQKC,0
MQKD,0.071628913
MQKE,0
MQKF,0
MQKG,0.01265
MQKH,0
MQKI,0
MQKK,0
MQKL,0.009673529
MQKM,0
MQKN,0
MQKP,0.005171384
MQKQ,0
MQKR,0.002713696
MQKS,0
MQKT,0.009451149
MQKV,0.005593537
MQKW,0.008061275
MQKY,0
MQLA,1.066985984
MQLC,0.856065481
MQLD,0.06229052
MQLE,0.007212719
MQLF,0.006525794
MQLG,2.068403816
MQLH,0.008565104
MQLI,0.006809524
MQLK,0.003729025
MQLL,0.011589147
MQLM,0.013051587
MQLN,0.011263699
MQLP,0.035112014
MQLQ,0.00646423
MQLR,0.005075617
MQLS,0.071457441
MQLT,1.526407991
MQLV,0.136200921
MQLW,0.001681493
MQLY,0.002687092
MQMA,1.28316168
MQMC,0.167674511
MQMD,0.041442475
MQME,0.003114583
MQMF,0.004420699
MQMG,0.866587014
MQMH,0
MQMI,0.085060345
MQMK,0
MQML,0.009940846
MQMM,0.029157802
MQMN,0.00334248
MQMP,0.004350529
MQMQ,0
MQMR,0.001186508
MQMS,0.324514668
MQMT,0.270713458
MQMV,0.023115462
MQMW,0
MQMY,0.005123053
MQNA,0.852384821
MQNC,0.031777778
MQND,0.16441442
MQNE,0
MQNF,0.003011905
MQNG,0.545991405
MQNH,0.002825601
MQNI,0
MQNK,0
MQNL,0.008181592
MQNM,0.002740833
MQNN,0.006525794
MQNP,0
MQNQ,0
MQNR,0.002393741
MQNS,0.032245098
MQNT,0.012515221
MQNV,0.008701058
MQNW,0.003559524
MQNY,0
MQPA,0.012127581
MQPC,0.0253
MQPD,0.051587753
MQPE,0.004090796
MQPF,0
MQPG,0
MQPH,0
MQPI,0
MQPK,0
MQPL,0
MQPM,0
MQPN,0
MQPP,0.002458147
MQPQ,0
MQPR,0
MQPS,0.001268904
MQPT,0.002825601
MQPV,0.001957738
MQPW,0
MQPY,0
MQQA,0.022840278
MQQC,0.028850877
MQQD,0.099036642
MQQE,0
MQQF,0
MQQG,0
MQQH,0
MQQI,0
MQQK,0
MQQL,0
MQQM,0
MQQN,0.030453704
MQQP,0.004030637
MQQQ,0
MQQR,0
MQQS,0
MQQT,0.007027778
MQQV,0.00583156
MQQW,0
MQQY,0
MQRA,0.046470877
MQRC,0.00790625
MQRD,0.037977966
MQRE,0.001903356
MQRF,0
MQRG,0.005537037
MQRH,0.007357942
MQRI,0.004851032
MQRK,0.004606443
MQRL,0.0006835
MQRM,0.010058104
MQRN,0
MQRP,0.004530303
MQRQ,0.004121554
MQRR,0.006784241
MQRS,0.00470241
MQRT,0.003635057
MQRV,0.004758391
MQRW,0
MQRY,0
MQSA,0.749647993
MQSC,0.156240742
MQSD,0.025118727
MQSE,0.001038194
MQSF,0.007276549
MQSG,0.028593936
MQSH,0.004336762
MQSI,0.010076593
MQSK,0.002246585
MQSL,0.01579731
MQSM,0.01145993
MQSN,0.00934375
MQSP,0.003145863
MQSQ,0.001870876
MQSR,0.001609887
MQSS,0.071870741
MQST,0.023798842
MQSV,0.008335271
MQSW,0.002673984
MQSY,0.003253215
MQTA,0.031976389
MQTC,0.031452186
MQTD,0.096339674
MQTE,0.001815121
MQTF,0
MQTG,0.002727197
MQTH,0.001839485
MQTI,0.006474409
MQTK,0
MQTL,0.002641767
MQTM,0.002284028
MQTN,0.002265152
MQTP,0.001473566
MQTQ,0
MQTR,0.000752976
MQTS,0.009494804
MQTT,0.003744308
MQTV,0.001034277
MQTW,0.002447173
MQTY,0
MQVA,0.013204536
MQVC,0.015726093
MQVD,0.014122334
MQVE,0.003833333
MQVF,0.001132576
MQVG,0.069722954
MQVH,0.001007659
MQVI,0.005056888
MQVK,0
MQVL,0.001531192
MQVM,0.001015123
MQVN,0.003211914
MQVP,0.003709399
MQVQ,0.001978941
MQVR,0.001977513
MQVS,0.003504902
MQVT,0.014252333
MQVV,0.011232924
MQVW,0.001079068
MQVY,0.003426042
MQWA,0.01925991
MQWC,0.020685535
MQWD,0.047962536
MQWE,0.006525794
MQWF,0
MQWG,0.026680679
MQWH,0
MQWI,0.008565104
MQWK,0.004894345
MQWL,0.00167124
MQWM,0.003703829
MQWN,0
MQWP,0.00437367
MQWQ,0
MQWR,0.003447589
MQWS,0.005782349
MQWT,0.012114181
MQWV,0.024095238
MQWW,0
MQWY,0.045680556
MQYA,0.137679071
MQYC,0.028476191
MQYD,0.032177275
MQYE,0.007212719
MQYF,0.006229167
MQYG,0.880792076
MQYH,0
MQYI,0.008565104
MQYK,0
MQYL,0.00240424
MQYM,0.005651203
MQYN,0.006852083
MQYP,0.025879113
MQYQ,0.003114583
MQYR,0.001311404
MQYS,0.012948819
MQYT,0.237082085
MQYV,0.03811755
MQYW,0
MQYY,0
MRAA,3.99435357
MRAC,2.041569455
MRAD,0
MRAE,0.002541731
MRAF,0.017430738
MRAG,1.302662865
MRAH,0.00349398
MRAI,0.191809652
MRAK,0.004113821
MRAL,0.429912973
MRAM,0.330512257
MRAN,0.01799537
MRAP,0.007492424
MRAQ,0.004399411
MRAR,0.003405875
MRAS,0.714987731
MRAT,0.240928093
MRAV,0.218298324
MRAW,0.004953313
MRAY,0.005513171
MRCA,4.649822479
MRCC,2.189470371
MRCD,0.137041667
MRCE,0.011081536
MRCF,0.020854167
MRCG,3.04708402
MRCH,0.016156491
MRCI,0.890400455
MRCK,0.016611111
MRCL,0.6121572
MRCM,0.856510421
MRCN,0.039589815
MRCP,0.012577997
MRCQ,0.009381826
MRCR,0.010401645
MRCS,1.897050123
MRCT,1.003226474
MRCV,0.956641695
MRCW,0.008646162
MRCY,0.01640399
MRDA,0.005270833
MRDC,0.006525794
MRDD,0.0326179
MRDE,0
MRDF,0.000971927
MRDG,0.002934511
MRDH,0.000715622
MRDI,0.003949328
MRDK,0.000941867
MRDL,0.003481428
MRDM,0.003983769
MRDN,0.004923653
MRDP,0.002964844
MRDQ,0.00088414
MRDR,0.001377303
MRDS,0.004193625
MRDT,0.003690228
MRDV,0.001877283
MRDW,0.004478486
MRDY,0.001454023
MREA,0.002398979
MREC,0.010151235
MRED,0.013257546
MREE,0.005400657
MREF,0.003362986
MREG,0.000996667
MREH,0
MREI,0.00189023
MREK,0.002192667
MREL,0.00310049
MREM,0
MREN,0.005374183
MREP,0.00265456
MREQ,0.005631849
MRER,0.002158136
MRES,0.00315643
MRET,0.000711905
MREV,0.001485547
MREW,0.00189023
MREY,0.00464548
MRFA,0.987143665
MRFC,0.279865684
MRFD,0
MRFE,0.003654444
MRFF,0.010526096
MRFG,2.31199298
MRFH,0.007830952
MRFI,0.035556757
MRFK,0.000761343
MRFL,0.010597889
MRFM,0.018633601
MRFN,0.018509524
MRFP,0.045601387
MRFQ,0.004340686
MRFR,0.003633251
MRFS,0.172660936
MRFT,1.384860505
MRFV,0.749673941
MRFW,0.0064817
MRFY,0.001651104
MRGA,1.661300456
MRGC,1.490069369
MRGD,0.059583334
MRGE,0.01018775
MRGF,0.796311518
MRGG,0.243741081
MRGH,0.110210351
MRGI,0.874029953
MRGK,0.007049042
MRGL,0.822386773
MRGM,1.329250007
MRGN,0.174475089
MRGP,0.009262925
MRGQ,0.053425702
MRGR,0.003134717
MRGS,0.872139331
MRGT,1.125279896
MRGV,1.311479469
MRGW,0.198283731
MRGY,0.286981374
MRHA,0.008614048
MRHC,0.011302406
MRHD,0.014980771
MRHE,0.002124677
MRHF,0.002740833
MRHG,0.006403816
MRHH,0.001522685
MRHI,0.004316273
MRHK,0
MRHL,0.003310185
MRHM,0.006578
MRHN,0.006374031
MRHP,0.001561728
MRHQ,0.002060777
MRHR,0.000806127
MRHS,0.017541333
MRHT,0.00621152
MRHV,0.001827222
MRHW,0
MRHY,0.001791394
MRIA,0.008349346
MRIC,0.011125154
MRID,0
MRIE,0.002439911
MRIF,0.002537809
MRIG,0.088322073
MRIH,0.004639863
MRII,0.00104812
MRIK,0.002182192
MRIL,0.002191073
MRIM,0.000830556
MRIN,0.003830357
MRIP,0.002160754
MRIQ,0.000726049
MRIR,0.0020776
MRIS,0.004075589
MRIT,0.003855984
MRIV,0.003215779
MRIW,0.002585692
MRIY,0.003393054
MRKA,0.035138889
MRKC,0.005427393
MRKD,0.0238669
MRKE,0.001602827
MRKF,0
MRKG,0.007994097
MRKH,0
MRKI,0
MRKK,0
MRKL,0
MRKM,0.002447173
MRKN,0.002076389
MRKP,0.003587478
MRKQ,0.004152778
MRKR,0.002727197
MRKS,0.005233095
MRKT,0.005921554
MRKV,0.000859195
MRKW,0
MRKY,0.00575
MRLA,2.303494564
MRLC,2.038044704
MRLD,0.073088889
MRLE,0.004191863
MRLF,0.014992593
MRLG,3.726760715
MRLH,0.031580427
MRLI,0.02075747
MRLK,0.0029838
MRLL,0.01964067
MRLM,0.031300879
MRLN,0.01524803
MRLP,0.110669154
MRLQ,0.004797258
MRLR,0.003279873
MRLS,0.316359006
MRLT,3.036906936
MRLV,0.475609336
MRLW,0.007064003
MRLY,0.006803487
MRMA,2.818613754
MRMC,0.591982713
MRMD,0.024241292
MRME,0.001405556
MRMF,0.007803084
MRMG,2.30650932
MRMH,0.004557205
MRMI,0.342144297
MRMK,0.006983015
MRML,0.019060951
MRMM,0.157219582
MRMN,0.002522239
MRMP,0.021158452
MRMQ,0.002869983
MRMR,0.004148288
MRMS,0.780824862
MRMT,0.911041906
MRMV,0.069938506
MRMW,0.005075617
MRMY,0.00552309
MRNA,1.248450948
MRNC,0.037488602
MRND,0.061225089
MRNE,0.003460648
MRNF,0.002461826
MRNG,0.998881487
MRNH,0
MRNI,0.000719379
MRNK,0.003838702
MRNL,0.006066231
MRNM,0.007933991
MRNN,0.003383745
MRNP,0.002903425
MRNQ,0.005878463
MRNR,0.003609752
MRNS,0.075692319
MRNT,0.032394228
MRNV,0.010354978
MRNW,0.0038822
MRNY,0.001831292
MRPA,0.01528104
MRPC,0.019641151
MRPD,0.030172121
MRPE,0.000787596
MRPF,0.001691872
MRPG,0.007073118
MRPH,0.000717496
MRPI,0.002349286
MRPK,0.002015319
MRPL,0.002655846
MRPM,0.002768519
MRPN,0.001593508
MRPP,0.001370417
MRPQ,0.003150383
MRPR,0.002511646
MRPS,0.002872489
MRPT,0.003422153
MRPV,0.007330609
MRPW,0.003703829
MRPY,0.001885895
MRQA,0.012529524
MRQC,0.004420699
MRQD,0.032517751
MRQE,0
MRQF,0.003262897
MRQG,0.00445664
MRQH,0.002740833
MRQI,0
MRQK,0
MRQL,0
MRQM,0
MRQN,0.007119048
MRQP,0.002648148
MRQQ,0
MRQR,0.002514526
MRQS,0.006159176
MRQT,0.004568056
MRQV,0
MRQW,0
MRQY,0
MRRA,0.102549984
MRRC,0.008381753
MRRD,0
MRRE,0
MRRF,0.001740212
MRRG,0.007732759
MRRH,0.002049221
MRRI,0.003168593
MRRK,0.002152487
MRRL,0.00324359
MRRM,0.004115365
MRRN,0.000622917
MRRP,0.003242114
MRRQ,0.000617305
MRRR,0.00139601
MRRS,0.00422906
MRRT,0.009656822
MRRV,0.001271848
MRRW,0.001870876
MRRY,0.000607724
MRSA,1.442203484
MRSC,0.291981222
MRSD,0.014425439
MRSE,0.002573552
MRSF,0.005540329
MRSG,0.064958589
MRSH,0.001669543
MRSI,0.022917703
MRSK,0.00156619
MRSL,0.020085672
MRSM,0.024916667
MRSN,0.011781079
MRSP,0.002846563
MRSQ,0.002190164
MRSR,0.002768519
MRSS,0.14427093
MRST,0.033399439
MRSV,0.013906293
MRSW,0.004236218
MRSY,0.004411804
MRTA,0.069126239
MRTC,0.039814211
MRTD,0.056346171
MRTE,0.002041589
MRTF,0.000750913
MRTG,0.006807299
MRTH,0.001508716
MRTI,0.007738824
MRTK,0.001779762
MRTL,0.002222898
MRTM,0.003943645
MRTN,0.003883772
MRTP,0.002411933
MRTQ,0.002610317
MRTR,0.002372082
MRTS,0.011235943
MRTT,0.004179441
MRTV,0.004323081
MRTW,0.000651029
MRTY,0.001505952
MRVA,0.028479503
MRVC,0.033265301
MRVD,0
MRVE,0.001606854
MRVF,0.003778455
MRVG,0.237210468
MRVH,0.002459985
MRVI,0.013964286
MRVK,0.003703829
MRVL,0.004182142
MRVM,0.005319547
MRVN,0.002064658
MRVP,0.002570767
MRVQ,0.003172826
MRVR,0.001909323
MRVS,0.004542344
MRVT,0.036695455
MRVV,0.022232824
MRVW,0.005958333
MRVY,0.002385219
MRWA,0.033222222
MRWC,0.013156
MRWD,0.028051841
MRWE,0.001916667
MRWF,0.0082225
MRWG,0.021829646
MRWH,0.001651104
MRWI,0.004530303
MRWK,0.00304537
MRWL,0.007786458
MRWM,0.008061275
MRWN,0.009060606
MRWP,0.00225274
MRWQ,0
MRWR,0.000704584
MRWS,0.017296521
MRWT,0.032331546
MRWV,0.071375868
MRWW,0.002855035
MRWY,0.068520834
MRYA,0.186399895
MRYC,0.037099678
MRYD,0.018819518
MRYE,0.001493642
MRYF,0.003559524
MRYG,1.148745766
MRYH,0.000721272
MRYI,0.011663121
MRYK,0.001612255
MRYL,0.003984597
MRYM,0.009650822
MRYN,0.008999751
MRYP,0.061716224
MRYQ,0.002158136
MRYR,0.002924264
MRYS,0.031163994
MRYT,0.487226551
MRYV,0.125125001
MRYW,0.006014368
MRYY,0.003157642
MSAA,3.495323416
MSAC,1.587455022
MSAD,0.014425439
MSAE,0.005195893
MSAF,0.010765958
MSAG,1.150404201
MSAH,0.003513889
MSAI,0.135002357
MSAK,0.004825411
MSAL,0.366657205
MSAM,0.354800433
MSAN,0.017074044
MSAP,0.005928362
MSAQ,0.004718795
MSAR,0.002508772
MSAS,0.459975406
MSAT,0.142663515
MSAV,0.144411641
MSAW,0.005363666
MSAY,0.005752366
MSCA,4.643785945
MSCC,1.723759182
MSCD,0.11420139
